Response ID,Response Status,IP Address,Timestamp (mm/dd/yyyy),Time Taken to Complete (Seconds),Country Code,1.1.1,1.1.2,1.1.3,1.1.4,1.1.5,1.1.6,1.1.7,1.1.8,1.1.9,1.1.10,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.2.6,1.2.7,1.2.8,1.2.9,1.2.10,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,1.3.6,1.3.7,1.3.8,1.3.9,1.3.10,1.4.1,1.4.2,1.4.3,1.4.4,1.4.5,1.4.6,1.4.7,1.4.8,1.4.9,1.4.10,1.5.1,1.5.2,1.5.3,1.5.4,1.5.5,1.5.6,1.5.7,1.5.8,1.5.9,1.5.10,1.6.1,1.6.2,1.6.3,1.6.4,1.6.5,1.6.6,1.6.7,1.6.8,1.6.9,1.6.10,1.7.1,1.7.2,1.7.3,1.7.4,1.7.5,1.7.6,1.7.7,1.7.8,1.7.9,1.7.10,1.8.1,1.8.2,1.8.3,1.8.4,1.8.5,1.8.6,1.8.7,1.8.8,1.8.9,1.8.10,1.9.1,1.9.2,1.9.3,1.9.4,1.9.5,1.9.6,1.9.7,1.9.8,1.9.9,1.9.10,1.10.1,1.10.2,1.10.3,1.10.4,1.10.5,1.10.6,1.10.7,1.10.8,1.10.9,1.10.10,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,2.4.1,2.4.2,2.4.3,2.5.1,2.5.2,2.5.3,2.5.4,2.5.5,2.6.1,2.6.2,2.6.3,2.6.4,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,5.1,5.2,5.3,5.4,5.5,5.6,5.7,Gender,Age (as of 2022),Ethnicity,Monthly Household Income,Year of Study,School,Diploma,5.1 First Click (Seconds),5.1 Last Click (Seconds),5.1 Page Submission Time (Seconds),5.1 Number of Clicks,5.2 First Click (Seconds),5.2 Last Click (Seconds),5.2 Page Submission Time (Seconds),5.2 Number of Clicks,5.3 First Click (Seconds),5.3 Last Click (Seconds),5.3 Page Submission Time (Seconds),5.3 Number of Clicks,5.4 First Click (Seconds),5.4 Last Click (Seconds),5.4 Page Submission Time (Seconds),5.4 Number of Clicks,5.5 First Click (Seconds),5.5 Last Click (Seconds),5.5 Page Submission Time (Seconds),5.5 Number of Clicks,5.6 First Click (Seconds),5.6 Last Click (Seconds),5.6 Page Submission Time (Seconds),5.6 Number of Clicks,5.7 First Click (Seconds),5.7 Last Click (Seconds),5.7 Page Submission Time (Seconds),5.7 Number of Clicks,Neuroticism B5,Agreeableness B5,Conscientiousness B5,Extraversion B5,Openness B5,NFC,CFC,Reciprocation STPS,Scarcity STPS,Authority STPS,Commitment STPS,Consensus STPS,Liking STPS
77716880.0,Completed,119.56.100.215,06/17/2022 02:18,985.0,SG,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,,2.0,2.0,2.0,4.0,1.0,2.0,2.0,17.0,Chinese,1.0,2.0,3.0,Common business,0.0,0.0,11.0,0.0,9.0,10.0,10.0,3.0,9.0,10.0,10.0,3.0,10.0,10.0,10.0,3.0,10.0,11.0,11.0,3.0,12.0,12.0,14.0,2.0,15.0,15.0,17.0,2.0,3.55,3.35,2.5,2.3,2.85,2.5,3.0833333333333335,4.2,3.4,3.2,4.0,3.8,3.5
77716888.0,Started,218.186.181.76,06/17/2022 02:18,1707.0,SG,3.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,3.9,2.25,1.6,3.4,,,2.4,3.4,4.4,3.6666666666666665,3.0,
77716894.0,Started,58.182.12.53,06/17/2022 02:18,869.0,SG,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,,2.0,1.0,1.0,2.0,1.0,18.0,Chinese,3.0,3.0,1.0,Computer Engineering,8.0,8.0,8.0,3.0,9.0,9.0,9.0,3.0,0.0,0.0,11.0,0.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,3.0,9.0,12.0,12.0,4.0,17.0,17.0,17.0,2.0,2.8,4.45,3.4,3.7,4.1,3.1,2.75,4.0,3.8,3.2,5.0,2.8,3.25
77716895.0,Completed,119.56.100.5,06/17/2022 02:18,562.0,SG,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,1.0,1.0,3.0,2.0,,,2.0,18.0,Chinese,3.0,3.0,3.0,HTM,0.0,0.0,11.0,0.0,6.0,7.0,7.0,3.0,9.0,11.0,11.0,3.0,11.0,11.0,11.0,2.0,8.0,8.0,11.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,0.0,2.55,3.35,3.05,2.7,2.95,2.9,2.9166666666666665,3.2,3.8,3.6,3.6666666666666665,3.2,3.5
77716898.0,Completed,183.90.36.168,06/17/2022 02:18,1469.0,SG,3.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,3.0,5.0,5.0,3.0,1.0,4.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,1.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,21.0,Chinese,1.0,2.0,3.0,Common Business Programme,9.0,11.0,11.0,3.0,13.0,9.0,9.0,5.0,4.0,6.0,6.0,5.0,10.0,10.0,10.0,3.0,5.0,6.0,6.0,3.0,8.0,9.0,9.0,3.0,5.0,6.0,6.0,3.0,3.4,4.05,3.45,2.5,2.9,2.7,4.333333333333333,4.4,5.0,5.0,4.333333333333333,4.0,4.5
77716899.0,Completed,116.88.85.228,06/17/2022 02:18,1274.0,SG,1.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,19.0,Chinese,2.0,2.0,6.0,Medical Biotechnology,0.0,0.0,11.0,0.0,7.0,8.0,8.0,3.0,8.0,8.0,8.0,3.0,9.0,10.0,10.0,3.0,5.0,7.0,7.0,3.0,7.0,8.0,8.0,3.0,9.0,10.0,10.0,3.0,3.35,4.4,3.0,3.8,4.25,4.0,4.416666666666667,5.0,4.4,4.4,5.0,4.0,4.5
77716900.0,Started,219.74.130.210,06/17/2022 02:18,586.0,SG,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.8,3.55,2.45,2.75,,,3.8,4.0,3.0,4.0,3.0,
77716901.0,Completed,103.252.203.32,06/17/2022 02:18,318.0,SG,3.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,19.0,,1.0,3.0,1.0,BZE,0.0,6.0,6.0,3.0,6.0,7.0,7.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,3.0,3.1,2.85,3.2,2.9,3.1,3.0,3.2,2.2,2.6,3.6666666666666665,3.2,2.25
77716906.0,Started,119.56.100.146,06/17/2022 02:18,235.0,SG,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,3.55,3.25,,,,,,,,,,
77716913.0,Started,128.106.158.167,06/17/2022 02:19,150.0,SG,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,3.6,,,,,,,,,,,
77716918.0,Completed,112.199.176.34,06/17/2022 02:19,1825.0,SG,5.0,4.0,3.0,2.0,3.0,1.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,,1.0,,,1.0,,,2.0,17.0,Asian,2.0,2.0,2.0,CMD,0.0,0.0,11.0,0.0,11.0,11.0,11.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,10.0,10.0,11.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,0.0,3.65,3.75,2.75,3.15,3.8,3.0,3.0833333333333335,4.0,2.6,3.2,4.0,2.8,3.5
77716923.0,Completed,219.74.72.43,06/17/2022 02:19,1017.0,SG,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,,3.0,2.0,4.0,1.0,2.0,3.0,2.0,19.0,chinese,3.0,2.0,1.0,architectural technology in building services,0.0,0.0,11.0,0.0,8.0,8.0,11.0,2.0,8.0,8.0,8.0,3.0,8.0,9.0,9.0,3.0,6.0,8.0,8.0,3.0,4.0,4.0,4.0,4.0,1.0,6.0,6.0,5.0,3.25,3.9,2.8,2.85,3.5,2.8,3.75,4.8,4.2,3.6,4.333333333333333,4.0,3.5
77716926.0,Completed,122.11.214.146,06/17/2022 02:19,4316.0,SG,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,4.0,3.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,1.0,,4.0,,1.0,3.0,2.0,17.0,Chinese,2.0,2.0,4.0,Psychology Studies,9.0,9.0,11.0,2.0,11.0,11.0,11.0,2.0,0.0,0.0,11.0,0.0,8.0,8.0,11.0,2.0,0.0,0.0,11.0,0.0,14.0,14.0,14.0,2.0,16.0,17.0,17.0,4.0,2.8,4.35,2.7,3.85,4.95,4.2,3.5,5.0,4.0,3.0,5.0,4.2,5.0
77716937.0,Completed,58.182.53.198,06/17/2022 02:19,670.0,SG,3.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,,4.0,2.0,2.0,2.0,,2.0,2.0,18.0,Chinese,3.0,3.0,6.0,Medical Biotechnology,0.0,0.0,11.0,0.0,8.0,9.0,9.0,3.0,11.0,11.0,11.0,3.0,10.0,10.0,11.0,2.0,11.0,11.0,11.0,2.0,0.0,0.0,14.0,0.0,15.0,15.0,17.0,2.0,3.55,3.55,2.75,2.35,3.25,2.2,3.25,4.0,3.8,3.4,3.6666666666666665,4.8,3.75
77716940.0,Started,175.141.175.210,06/17/2022 02:19,27.0,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77716949.0,Started,116.15.83.10,06/17/2022 02:19,442.0,SG,2.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,1.0,5.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.85,2.85,3.6,3.4,,,4.4,3.4,3.4,3.0,3.0,
77716963.0,Started,180.129.12.215,06/17/2022 02:20,5.0,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
